hustobc_class,source_group,identity_official_code,identity_official_reading_jtz,identity_official_status,top1_official_code,top1_similarity,top1_official_reading_jtz,top1_official_status,top1_has_jitilin_entry,is_verified_correction
L/3373,L,,,,U6134E,0.6417,,undeciphered,false,false
L/3374,L,,,,U605F0,0.672,霸,deciphered,true,false
L/3375,L,,,,U60CFA,0.6377,延,deciphered,true,false
L/3376,L,,,,U61468,0.6063,戊,deciphered,false,false
L/3377,L,,,,U6050C,0.6811,,undeciphered,true,false
L/3378,L,,,,U60B69,0.7302,賓,deciphered,true,false
L/3379,L,,,,U60EA1,0.7895,,undeciphered,true,false
L/338,L,,,,U60AAB,0.7122,卒,deciphered,true,false
L/3380,L,,,,U60EA1,0.7833,,undeciphered,true,false
L/3381,L,,,,U6097D,0.636,,undeciphered,true,false
L/3382,L,,,,U60E25,0.6619,,undeciphered,false,false
L/3383,L,,,,U617F9,0.7625,米帝,deciphered,false,false
L/3384,L,,,,U618FB,0.6603,艰,deciphered,false,false
L/3385,L,,,,U60904,0.692,,undeciphered,true,false
L/3386,L,,,,U6190B,0.6363,尞,deciphered,true,false
L/3387,L,,,,U60282,0.6938,,undeciphered,true,false
L/3388,L,,,,U602D8,0.6735,,undeciphered,true,false
L/3389,L,,,,U61AF3,0.6369,祝,deciphered,true,false
L/339,L,,,,U60FFD,0.7357,登,deciphered,false,false
L/3390,L,,,,U60F49,0.6429,煮,deciphered,true,false
L/3391,L,,,,U609C1,0.6511,,undeciphered,true,false
L/3392,L,,,,U617F9,0.6792,米帝,deciphered,false,false
L/3393,L,,,,U60916,0.6607,,undeciphered,true,false
L/3394,L,,,,U607AB,0.669,春,deciphered,true,false
L/3395,L,,,,U60904,0.6523,,undeciphered,true,false
L/3396,L,,,,U60DAA,0.6163,,undeciphered,true,false
L/3397,L,,,,U60878,0.6107,牧,deciphered,true,false
L/3398,L,,,,U615C6,0.6333,司辛,deciphered,false,false
L/3399,L,,,,U61020,0.6414,壴,deciphered,true,false
L/34,L,,,,U60644,0.6589,,undeciphered,true,false
L/340,L,,,,U60FC5,0.7372,,undeciphered,true,false
L/3400,L,,,,U60916,0.6617,,undeciphered,true,false
L/3401,L,,,,U60C40,0.6552,,undeciphered,true,false
L/3402,L,,,,U60FDC,0.6433,,undeciphered,false,false
L/3403,L,,,,U61637,0.6582,鼓,deciphered,false,false
L/3404,L,,,,U60AB7,0.6085,庇,deciphered,true,false
L/3405,L,,,,U61686,0.6429,,undeciphered,false,false
L/3406,L,,,,U6128B,0.6406,,undeciphered,false,false
L/3407,L,,,,U60FFD,0.7022,登,deciphered,false,false
L/3408,L,,,,U60650,0.6343,,undeciphered,false,false
L/3409,L,,,,U60FFD,0.7146,登,deciphered,false,false
L/341,L,,,,U60B14,0.6676,,undeciphered,true,false
L/3410,L,,,,U607DA,0.6133,,undeciphered,true,false
L/3411,L,,,,U60AFB,0.653,,undeciphered,true,false
L/3412,L,,,,U60DE2,0.6685,,undeciphered,true,false
L/3413,L,,,,U605A0,0.6444,祼,deciphered,true,false
L/3414,L,,,,U60797,0.6463,,undeciphered,false,false
L/3415,L,,,,U60798,0.6641,,undeciphered,false,false
L/3416,L,,,,U618FB,0.669,艰,deciphered,false,false
L/3417,L,,,,U60904,0.6915,,undeciphered,true,false
L/3418,L,,,,U6097A,0.7056,淮,deciphered,true,false
L/3419,L,,,,U602D8,0.6688,,undeciphered,true,false
L/342,L,,,,U60FC5,0.7404,,undeciphered,true,false
L/3420,L,,,,U60DEC,0.6422,我,deciphered,true,false
L/3421,L,,,,U60243,0.6726,媟,deciphered,true,false
L/3422,L,,,,U6197D,0.6367,水,deciphered,true,false
L/3423,L,,,,U60BFC,0.7541,,undeciphered,true,false
L/3424,L,,,,U6097A,0.6966,淮,deciphered,true,false
L/3425,L,,,,U6022B,0.6027,,undeciphered,false,false
L/3426,L,,,,U60068,0.722,,undeciphered,true,false
L/3427,L,,,,U616DC,0.7179,,undeciphered,true,false
L/3428,L,,,,U60CF6,0.6417,,undeciphered,true,false
L/3429,L,,,,U60B7C,0.6582,,undeciphered,true,false
L/343,L,,,,U61529,0.5763,三祖庚,deciphered,true,false
L/3430,L,,,,U60DEC,0.6205,我,deciphered,true,false
L/3431,L,,,,U61A89,0.7157,,undeciphered,true,false
L/3432,L,,,,U619FD,0.6172,我,deciphered,true,false
L/3433,L,,,,U60BFC,0.7539,,undeciphered,true,false
L/3434,L,,,,U60904,0.6564,,undeciphered,true,false
L/3435,L,,,,U60068,0.7423,,undeciphered,true,false
L/3436,L,,,,U60E2D,0.6201,,undeciphered,true,false
L/3437,L,,,,U60947,0.7026,,undeciphered,true,false
L/3438,L,,,,U61A89,0.7302,,undeciphered,true,false
L/3439,L,,,,U60A33,0.6039,鱉,deciphered,true,false
L/344,L,,,,U606C4,0.6436,沖,deciphered,true,false
L/3440,L,,,,U61764,0.6145,十鬯,deciphered,false,false
L/3441,L,,,,U60BFC,0.7424,,undeciphered,true,false
L/3442,L,,,,U608BE,0.6235,暴,deciphered,false,false
L/3443,L,,,,U609C1,0.689,,undeciphered,true,false
L/3444,L,,,,U6096B,0.7796,风,deciphered,true,false
L/3445,L,,,,U61AF7,0.6589,,undeciphered,true,false
L/3446,L,,,,U61AF7,0.6727,,undeciphered,true,false
L/3447,L,,,,U614F1,0.6459,雍己,deciphered,false,false
L/3448,L,,,,U61099,0.8153,宁(賈）,deciphered,true,false
L/3449,L,,,,U6060C,0.6478,雪,deciphered,true,false
L/345,L,,,,U61690,0.6309,牡彘,deciphered,false,false
L/3450,L,,,,U60719,0.6495,深,deciphered,true,false
L/3451,L,,,,U60CBA,0.6553,磬,deciphered,false,false
L/3452,L,,,,U60D8F,0.7134,,undeciphered,true,false
L/3453,L,,,,U60BC2,0.6833,丙,deciphered,true,false
L/3454,L,,,,U60BC2,0.712,丙,deciphered,true,false
L/3455,L,,,,U6000E,0.7465,旨,deciphered,true,false
L/3456,L,,,,U6043A,0.6258,逸,deciphered,unknown-if-fetch-failed,false
L/3457,L,,,,U60A48,0.6796,,undeciphered,false,false
L/3458,L,,,,U617D5,0.6967,小風,deciphered,false,false
L/3459,L,,,,U6014F,0.6565,髭,deciphered,true,false
L/346,L,,,,U60361,0.6869,臧,deciphered,true,false
L/3460,L,,,,U609BB,0.6251,,undeciphered,true,false
L/3461,L,,,,U60311,0.6752,,undeciphered,true,false
L/3462,L,,,,U60BEC,0.6381,泉,deciphered,true,false
L/3463,L,,,,U609AC,0.6768,集,deciphered,false,false
L/3464,L,,,,U60F3F,0.7157,襄,deciphered,true,false
L/3465,L,,,,U609BD,0.6738,,undeciphered,true,false
L/3466,L,,,,U609DA,0.773,,undeciphered,true,false
L/3467,L,,,,U60584,0.6696,下,deciphered,true,false
L/3468,L,,,,U616F2,0.6348,有/侑/佑/佑,deciphered,true,false
L/3469,L,,,,U605EA,0.679,名,deciphered,true,false
L/347,L,,,,U6072C,0.7082,,undeciphered,false,false
L/3470,L,,,,U618B4,0.6474,众,deciphered,true,false
L/3471,L,,,,U605D6,0.6427,良,deciphered,true,false
L/3472,L,,,,U6067F,0.6709,光,deciphered,true,false
L/3473,L,,,,U601AA,0.6768,,undeciphered,true,false
L/3474,L,,,,U60AB1,0.6871,袁,deciphered,true,false
L/3475,L,,,,U613E1,0.6573,,undeciphered,true,false
L/3476,L,,,,U60BEC,0.6333,泉,deciphered,true,false
L/3477,L,,,,U61845,0.6402,残疑字,deciphered,false,false
L/3478,L,,,,U6141E,0.6861,有/侑/佑/佑,deciphered,true,false
L/3479,L,,,,U60635,0.6818,,undeciphered,true,false
L/348,L,,,,U6072C,0.6896,,undeciphered,false,false
L/3480,L,,,,U60A54,0.6365,,undeciphered,false,false
L/3481,L,,,,U61035,0.5856,,undeciphered,false,false
L/3482,L,,,,U605F5,0.6309,,undeciphered,false,false
L/3483,L,,,,U6009E,0.7014,,undeciphered,true,false
L/3484,L,,,,U60650,0.7019,,undeciphered,false,false
L/3485,L,,,,U60A54,0.644,,undeciphered,false,false
L/3486,L,,,,U60336,0.7219,,undeciphered,false,false
L/3487,L,,,,U613F2,0.6803,五十,deciphered,true,false
L/3488,L,,,,U6069E,0.6857,,undeciphered,true,false
L/3489,L,,,,U608E4,0.6365,,undeciphered,false,false
L/349,L,,,,U615AA,0.6843,五千,deciphered,false,false
L/3490,L,,,,U604AC,0.6431,,undeciphered,false,false
L/3491,L,,,,U60377,0.7038,,undeciphered,false,false
L/3492,L,,,,U61289,0.6492,,undeciphered,true,false
L/3493,L,,,,U60641,0.7168,山,deciphered,true,false
L/3494,L,,,,U6161B,0.6704,中,deciphered,false,false
L/3495,L,,,,U61ADC,0.6707,,undeciphered,true,false
L/3496,L,,,,U606B0,0.6755,,undeciphered,true,false
L/3497,L,,,,U61095,0.6862,豰,deciphered,true,false
L/3498,L,,,,U604AC,0.6445,,undeciphered,false,false
L/3499,L,,,,U60B7C,0.7406,,undeciphered,true,false
L/35,L,,,,U61645,0.6459,朿,deciphered,true,false
L/350,L,,,,U60D1A,0.6481,,undeciphered,false,false
L/3500,L,,,,U600DB,0.7317,,undeciphered,false,false
L/3501,L,,,,U6103D,0.6711,盟,deciphered,true,false
L/3502,L,,,,U60836,0.6537,尞,deciphered,true,false
L/3503,L,,,,U60377,0.7111,,undeciphered,false,false
L/3504,L,,,,U60B84,0.6376,憲,deciphered,true,false
L/3505,L,,,,U611B9,0.5955,,undeciphered,false,false
L/3506,L,,,,U608E4,0.6469,,undeciphered,false,false
L/3507,L,,,,U603F0,0.6508,,undeciphered,false,false
L/3508,L,,,,U61A8C,0.6115,呈,deciphered,true,false
L/3509,L,,,,U604AD,0.6158,枹,deciphered,true,false
L/351,L,,,,U60D24,0.7065,禦,deciphered,true,false
L/3510,L,,,,U60659,0.6314,,undeciphered,false,false
L/3511,L,,,,U61936,0.6131,昜,deciphered,true,false
L/3512,L,,,,U60866,0.684,,undeciphered,true,false
L/3513,L,,,,U619A9,0.6197,,undeciphered,true,false
L/3514,L,,,,U61925,0.6266,,undeciphered,true,false
L/3515,L,,,,U60187,0.6264,,undeciphered,true,false
L/3516,L,,,,U60BE2,0.7656,,undeciphered,false,false
L/3517,L,,,,U61B39,0.6378,娥,deciphered,true,false
L/3518,L,,,,U60265,0.7086,,undeciphered,false,false
L/3519,L,,,,U60F27,0.6854,襄,deciphered,true,false
L/352,L,,,,U60DDE,0.6764,,undeciphered,false,false
L/3520,L,,,,U618E2,0.7116,舞,deciphered,true,false
L/3521,L,,,,U605D0,0.6656,,undeciphered,false,false
L/3522,L,,,,U6172F,0.713,卅牛,deciphered,false,false
L/3523,L,,,,U6167C,0.6726,遣,deciphered,true,false
L/3524,L,,,,U60642,0.6359,火,deciphered,true,false
L/3525,L,,,,U607D4,0.6644,桐,deciphered,true,false
L/3526,L,,,,U60878,0.6026,牧,deciphered,true,false
L/3527,L,,,,U61ABB,0.7005,高,deciphered,true,false
L/3528,L,,,,U60CA7,0.6982,石,deciphered,true,false
L/3529,L,,,,U60D21,0.5811,疑,deciphered,unknown-if-fetch-failed,false
L/353,L,,,,U612A5,0.6449,櫟,deciphered,true,false
L/3530,L,,,,U60548,0.5718,,undeciphered,true,false
L/3531,L,,,,U6096F,0.7273,,undeciphered,true,false
L/3532,L,,,,U60187,0.6439,,undeciphered,true,false
L/3533,L,,,,U60947,0.6924,,undeciphered,true,false
L/3534,L,,,,U609E6,0.695,龚,deciphered,true,false
L/3535,L,,,,U602C5,0.5704,,undeciphered,false,false
L/3536,L,,,,U60931,0.6386,,undeciphered,false,false
L/3537,L,,,,U610E0,0.6428,琮,deciphered,true,false
L/3538,L,,,,U60BE2,0.6953,,undeciphered,false,false
L/3539,L,,,,U615B2,0.7752,入己,deciphered,false,false
L/354,L,,,,U61518,0.7116,,undeciphered,true,false
L/3540,L,,,,U61253,0.6971,,undeciphered,true,false
L/3541,L,,,,U609E6,0.6868,龚,deciphered,true,false
L/3542,L,,,,U6194D,0.6428,韦,deciphered,false,false
L/3543,L,,,,U60ACB,0.5476,,undeciphered,true,false
L/3544,L,,,,U61925,0.6255,,undeciphered,true,false
L/3545,L,,,,U60155,0.629,,undeciphered,false,false
L/3546,L,,,,U60FBE,0.6262,残疑字,deciphered,false,false
L/3547,L,,,,U60FBE,0.6391,残疑字,deciphered,false,false
L/3548,L,,,,U61253,0.7043,,undeciphered,true,false
L/3549,L,,,,U6033F,0.6652,,undeciphered,true,false
L/355,L,,,,U612A5,0.6359,櫟,deciphered,true,false
L/3550,L,,,,U614B2,0.59,未,deciphered,true,false
L/3551,L,,,,U613F2,0.61,五十,deciphered,true,false
L/3552,L,,,,U60931,0.6452,,undeciphered,false,false
L/3553,L,,,,U60A60,0.6348,,undeciphered,true,false
L/3554,L,,,,U60A54,0.6493,,undeciphered,false,false
L/3555,L,,,,U61A4B,0.6566,垂,deciphered,false,false
L/3556,L,,,,U605A0,0.6517,祼,deciphered,true,false
L/3557,L,,,,U60F49,0.6516,煮,deciphered,true,false
L/3558,L,,,,U6022B,0.5873,,undeciphered,false,false
L/3559,L,,,,U60F49,0.6371,煮,deciphered,true,false
L/356,L,,,,U60377,0.714,,undeciphered,false,false
L/3560,L,,,,U60DAA,0.6233,,undeciphered,true,false
L/3561,L,,,,U6097A,0.6991,淮,deciphered,true,false
L/3562,L,,,,U6087B,0.6237,骍,deciphered,true,false
L/3563,L,,,,U60875,0.7503,,undeciphered,false,false
L/3564,L,,,,U607CC,0.7109,,undeciphered,true,false
L/3565,L,,,,U618E9,0.6362,,undeciphered,true,false
L/3566,L,,,,U6124F,0.5708,羲,deciphered,false,false
L/3567,L,,,,U60BB9,0.634,,undeciphered,false,false
L/3568,L,,,,U60DEC,0.6307,我,deciphered,true,false
L/3569,L,,,,U60E82,0.6374,,undeciphered,false,false
L/357,L,,,,U60F97,0.7254,,undeciphered,true,false
L/3570,L,,,,U60DAA,0.6167,,undeciphered,true,false
L/3571,L,,,,U61344,0.6991,,undeciphered,true,false
L/3572,L,,,,U608BE,0.6221,暴,deciphered,false,false
L/3573,L,,,,U60F49,0.6379,煮,deciphered,true,false
L/3574,L,,,,U608BE,0.6046,暴,deciphered,false,false
L/3575,L,,,,U60FDC,0.6427,,undeciphered,false,false
L/3576,L,,,,U61764,0.6221,十鬯,deciphered,false,false
L/3577,L,,,,U61764,0.617,十鬯,deciphered,false,false
L/3578,L,,,,U60FDC,0.6607,,undeciphered,false,false
L/3579,L,,,,U609DA,0.78,,undeciphered,true,false
L/358,L,,,,U61764,0.6825,十鬯,deciphered,false,false
L/3580,L,,,,U6014F,0.6695,髭,deciphered,true,false
L/3581,L,,,,U60F03,0.6684,可,deciphered,true,false
L/3582,L,,,,U60B02,0.6809,,undeciphered,false,false
L/3583,L,,,,U60BC9,0.6882,,undeciphered,false,false
L/3584,L,,,,U60B02,0.6742,,undeciphered,false,false
L/3585,L,,,,U60172,0.6903,,undeciphered,true,false
L/3586,L,,,,U60A48,0.6745,,undeciphered,false,false
L/3587,L,,,,U61925,0.6965,,undeciphered,true,false
L/3588,L,,,,U60D54,0.64,遠,deciphered,false,false
L/3589,L,,,,U60C54,0.6666,,undeciphered,false,false
L/359,L,,,,U61764,0.6824,十鬯,deciphered,false,false
L/3590,L,,,,U600A6,0.6421,,undeciphered,true,false
L/3591,L,,,,U600A6,0.5883,,undeciphered,true,false
L/3592,L,,,,U60A54,0.6129,,undeciphered,false,false
L/3593,L,,,,U600A7,0.6334,,undeciphered,true,false
L/3594,L,,,,U606B8,0.6836,川（水）,deciphered,true,false
L/3595,L,,,,U60AC9,0.7519,今,deciphered,true,false
L/3596,L,,,,U6194C,0.6671,,undeciphered,false,false
L/3597,L,,,,U605EA,0.6521,名,deciphered,true,false
L/3598,L,,,,U60477,0.6641,腹,deciphered,false,false
L/3599,L,,,,U60BEC,0.7114,泉,deciphered,true,false
L/36,L,,,,U60AAD,0.6601,裘,deciphered,true,false
L/360,L,,,,U60FB6,0.7326,败,deciphered,true,false
L/3600,L,,,,U6196F,0.6323,日,deciphered,false,false
L/3601,L,,,,U60095,0.7077,冠,deciphered,true,false
L/3602,L,,,,U60C54,0.6681,,undeciphered,false,false
L/3603,L,,,,U6139B,0.7251,宜,deciphered,true,false
L/3604,L,,,,U60077,0.6422,北,deciphered,true,false
L/3605,L,,,,U618B4,0.6513,众,deciphered,true,false
L/3606,L,,,,U60BE8,0.6729,娩,deciphered,true,false
L/3607,L,,,,U60CD8,0.6698,,undeciphered,true,false
L/3608,L,,,,U61048,0.6554,基,deciphered,true,false
L/3609,L,,,,U605D6,0.6443,良,deciphered,true,false
L/361,L,,,,U61344,0.655,,undeciphered,true,false
L/3610,L,,,,U6067F,0.6825,光,deciphered,true,false
L/3611,L,,,,U60AB1,0.6814,袁,deciphered,true,false
L/3612,L,,,,U613E1,0.7282,,undeciphered,true,false
L/3613,L,,,,U609E7,0.6742,庞,deciphered,true,false
L/3614,L,,,,U601AA,0.6757,,undeciphered,true,false
L/3615,L,,,,U60878,0.611,牧,deciphered,true,false
L/3616,L,,,,U60CAD,0.7029,,undeciphered,true,false
L/3617,L,,,,U60B2F,0.6897,向,deciphered,true,false
L/3618,L,,,,U6157F,0.7033,二,deciphered,true,false
L/3619,L,,,,U618B0,0.653,兆,deciphered,false,false
L/362,L,,,,U60EA7,0.6368,黃尹,deciphered,true,false
L/3620,L,,,,U60D75,0.633,,undeciphered,true,false
L/3621,L,,,,U618B5,0.6472,众,deciphered,true,false
L/3622,L,,,,U6029C,0.6648,,undeciphered,true,false
L/3623,L,,,,U607F5,0.6807,,undeciphered,true,false
L/3624,L,,,,U605F5,0.6361,,undeciphered,false,false
L/3625,L,,,,U60866,0.6693,,undeciphered,true,false
L/3626,L,,,,U60090,0.6959,㳄,deciphered,true,false
L/3627,L,,,,U616A9,0.6765,兕,deciphered,false,false
L/3628,L,,,,U61AD1,0.6134,,undeciphered,false,false
L/3629,L,,,,U6097A,0.6487,淮,deciphered,true,false
L/363,L,,,,U612D9,0.642,,undeciphered,true,false
L/3630,L,,,,U60D59,0.6389,,undeciphered,true,false
L/3631,L,,,,U60D59,0.6367,,undeciphered,true,false
L/3632,L,,,,U60BEC,0.7232,泉,deciphered,true,false
L/3633,L,,,,U61ADC,0.6686,,undeciphered,true,false
L/3634,L,,,,U60AAF,0.6051,因,deciphered,true,false
L/3635,L,,,,U600A6,0.6116,,undeciphered,true,false
L/3636,L,,,,U61815,0.5994,,undeciphered,true,false
L/3637,L,,,,U6109D,0.6276,丹,deciphered,true,false
L/3638,L,,,,U60F54,0.628,,undeciphered,false,false
L/3639,L,,,,U60CA7,0.6971,石,deciphered,true,false
L/364,L,,,,U61712,0.5885,三人,deciphered,false,false
L/3640,L,,,,U60CBD,0.69,声,deciphered,true,false
L/3641,L,,,,U60F71,0.6815,酉,deciphered,true,false
L/3642,L,,,,U60CAD,0.6868,,undeciphered,true,false
L/3643,L,,,,U60716,0.725,,undeciphered,true,false
L/3644,L,,,,U6096F,0.7229,,undeciphered,true,false
L/3645,L,,,,U60125,0.6169,髦,deciphered,true,false
L/3646,L,,,,U60706,0.7588,,undeciphered,true,false
L/3647,L,,,,U61A69,0.7052,刖,deciphered,true,false
L/3648,L,,,,U60BA7,0.7194,,undeciphered,true,false
L/3649,L,,,,U602C1,0.6006,,undeciphered,false,false
L/365,L,,,,U60610,0.6176,雩,deciphered,true,false
L/3650,L,,,,U60981,0.6155,雈,deciphered,true,false
L/3651,L,,,,U6127D,0.665,,undeciphered,true,false
L/3652,L,,,,U6060B,0.7058,,undeciphered,true,false
L/3653,L,,,,U6197D,0.601,水,deciphered,true,false
L/3654,L,,,,U60187,0.6319,,undeciphered,true,false
L/3655,L,,,,U61764,0.6794,十鬯,deciphered,false,false
L/3656,L,,,,U61585,0.6462,五,deciphered,true,false
L/3657,L,,,,U609DD,0.6464,,undeciphered,true,false
L/3658,L,,,,U6142C,0.6499,,undeciphered,true,false
L/3659,L,,,,U61289,0.6314,,undeciphered,true,false
L/366,L,,,,U60FB1,0.6969,员（圆）,deciphered,true,false
L/3660,L,,,,U6071F,0.6638,,undeciphered,true,false
L/3661,L,,,,U60FFD,0.7006,登,deciphered,false,false
L/3662,L,,,,U60F58,0.6218,般,deciphered,unknown-if-fetch-failed,false
L/3663,L,,,,U60C2C,0.6018,,undeciphered,false,false
L/3664,L,,,,U602B0,0.6856,,undeciphered,true,false
L/3665,L,,,,U6172F,0.7063,卅牛,deciphered,false,false
L/3666,L,,,,U6025A,0.6573,,undeciphered,true,false
L/3667,L,,,,U60D59,0.6078,,undeciphered,true,false
L/3668,L,,,,U605B4,0.6688,,undeciphered,true,false
L/3669,L,,,,U60DB3,0.6487,戊,deciphered,true,false
L/367,L,,,,U61206,0.7351,夢,deciphered,true,false
L/3670,L,,,,U60934,0.6817,麋,deciphered,true,false
L/3671,L,,,,U60F27,0.7632,襄,deciphered,true,false
L/3672,L,,,,U61ABD,0.6487,,undeciphered,false,false
L/3673,L,,,,U60114,0.692,髦,deciphered,true,false
L/3674,L,,,,U60114,0.7201,髦,deciphered,true,false
L/3675,L,,,,U618D0,0.6519,奭,deciphered,true,false
L/3676,L,,,,U6118A,0.6639,,undeciphered,false,false
L/3677,L,,,,U60FC2,0.608,,undeciphered,true,false
L/3678,L,,,,U6174B,0.67,勿牢,deciphered,false,false
L/3679,L,,,,U61694,0.6183,勿牢,deciphered,false,false
L/368,L,,,,U60A2B,0.6313,,undeciphered,true,false
L/3680,L,,,,U60B69,0.6922,賓,deciphered,true,false
L/3681,L,,,,U61B02,0.6563,,undeciphered,true,false
L/3682,L,,,,U61B02,0.6782,,undeciphered,true,false
L/3683,L,,,,U6096D,0.6101,寉,deciphered,true,false
L/3684,L,,,,U60854,0.6414,,undeciphered,false,false
L/3685,L,,,,U61ADC,0.6559,,undeciphered,true,false
L/3686,L,,,,U60D1A,0.6494,,undeciphered,false,false
L/3687,L,,,,U6102D,0.6333,彭,deciphered,true,false
L/3688,L,,,,U609E6,0.6793,龚,deciphered,true,false
L/3689,L,,,,U600A6,0.5704,,undeciphered,true,false
L/369,L,,,,U60716,0.6383,,undeciphered,true,false
L/3690,L,,,,U6009E,0.7443,,undeciphered,true,false
L/3691,L,,,,U60F23,0.5763,,undeciphered,true,false
L/3692,L,,,,U615B2,0.676,入己,deciphered,false,false
L/3693,L,,,,U60067,0.6315,,undeciphered,true,false
L/3694,L,,,,U60CD2,0.607,農（晨）,deciphered,true,false
L/3695,L,,,,U613F9,0.7153,,undeciphered,true,false
L/3696,L,,,,U601BD,0.6278,,undeciphered,true,false
L/3697,L,,,,U61AEF,0.6951,鹿,deciphered,true,false
L/3698,L,,,,U609E6,0.682,龚,deciphered,true,false
L/3699,L,,,,U60274,0.6728,,undeciphered,true,false
L/37,L,,,,U608F1,0.6481,,undeciphered,true,false
L/370,L,,,,U6098B,0.6243,旧,deciphered,true,false
L/3700,L,,,,U602D8,0.6626,,undeciphered,true,false
L/3701,L,,,,U6102D,0.6169,彭,deciphered,true,false
L/3702,L,,,,U60EA1,0.6994,,undeciphered,true,false
L/3703,L,,,,U605EA,0.6377,名,deciphered,true,false
L/3704,L,,,,U60677,0.6879,,undeciphered,true,false
L/3705,L,,,,U618F0,0.6643,垂,deciphered,true,false
L/3706,L,,,,U60F23,0.5845,,undeciphered,true,false
L/3707,L,,,,U601BD,0.6162,,undeciphered,true,false
L/3708,L,,,,U615EA,0.6209,,undeciphered,false,false
L/3709,L,,,,U60EA1,0.7771,,undeciphered,true,false
L/371,L,,,,U61AF7,0.7291,,undeciphered,true,false
L/3710,L,,,,U60947,0.6118,,undeciphered,true,false
L/3711,L,,,,U60B69,0.6896,賓,deciphered,true,false
L/3712,L,,,,U60B69,0.7275,賓,deciphered,true,false
L/3713,L,,,,U60AFB,0.5869,,undeciphered,true,false
L/3714,L,,,,U605D0,0.7044,,undeciphered,false,false
L/3715,L,,,,U60155,0.6278,,undeciphered,false,false
L/3716,L,,,,U606B8,0.7061,川（水）,deciphered,true,false
L/3717,L,,,,U608BE,0.6215,暴,deciphered,false,false
L/3718,L,,,,U61799,0.6157,四月,deciphered,false,false
L/3719,L,,,,U602D8,0.6437,,undeciphered,true,false
L/372,L,,,,U60D83,0.7634,干,deciphered,true,false
L/3720,L,,,,U60243,0.6625,媟,deciphered,true,false
L/3721,L,,,,U6124F,0.6579,羲,deciphered,false,false
L/3722,L,,,,U60D59,0.6358,,undeciphered,true,false
L/3723,L,,,,U6030B,0.6343,眢,deciphered,true,false
L/3724,L,,,,U606B8,0.5814,川（水）,deciphered,true,false
L/3725,L,,,,U610A4,0.6541,,undeciphered,false,false
L/3726,L,,,,U60077,0.6519,北,deciphered,true,false
L/3727,L,,,,U609C7,0.6779,,undeciphered,true,false
L/3728,L,,,,U612A5,0.6265,櫟,deciphered,true,false
L/3729,L,,,,U6124F,0.6843,羲,deciphered,false,false
L/373,L,,,,U60EAB,0.5798,黃尹,deciphered,false,false
L/3730,L,,,,U60B4E,0.6961,,undeciphered,false,false
L/3731,L,,,,U61686,0.6345,,undeciphered,false,false
L/3732,L,,,,U6095E,0.63,,undeciphered,true,false
L/3733,L,,,,U60CDB,0.6796,,undeciphered,true,false
L/3734,L,,,,U60F4D,0.6762,,undeciphered,false,false
L/3735,L,,,,U60B53,0.6553,宓,deciphered,true,false
L/3736,L,,,,U60FD4,0.6856,,undeciphered,true,false
